strain	virus	isolate_id	date	region	country	division	location	host	authors
A/Environment/InnerMongolia/2866	avian_flu	EPI1101052	2017-05-26	china	china	neimenggu	neimenggu	environment	who_chinese_national_influenza_center
A/Environment/InnerMongolia/2867	avian_flu	EPI1101084	2017-05-26	china	china	neimenggu	neimenggu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/1205	avian_flu	EPI1101148	2016-12-14	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/1208	avian_flu	EPI1101156	2016-12-29	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/1209	avian_flu	EPI1101172	2016-12-29	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/1210	avian_flu	EPI1101188	2017-02-03	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/313	avian_flu	EPI628413	2013-12-29	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/317	avian_flu	EPI628405	2013-12-13	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/375	avian_flu	EPI1101092	2015-12-14	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/666	avian_flu	EPI1101100	2016-12-12	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/667	avian_flu	EPI1101116	2016-12-21	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/669	avian_flu	EPI1101124	2016-12-21	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/938	avian_flu	EPI628021	2013-12-13	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangsu/9833	avian_flu	EPI627510	2014-10-28	china	china	jiangsu	jiangsu	environment	who_chinese_national_influenza_center
A/Environment/Jiangxi/114	avian_flu	EPI660852	2015-01-14	china	china	china	china	environment	institute_of_microbiology,_chinese_academy_of_sciences
A/Environment/Jiangxi/205	avian_flu	EPI979554	2017-02-05	china	china	jiangxi	jiangxi	environment	institute_of_microbiology,_chinese_academy_of_sciences
A/Environment/Jiangxi/507	avian_flu	EPI658300	2015-05-07	china	china	china	china	environment	institute_of_microbiology,_chinese_academy_of_sciences
A/Environment/Nanjing/2913	avian_flu	EPI453622	2013-03-29	china	china	jiangsu	jiangsu	environment	other_database_import
A/Environment/SDDY/07/2015	avian_flu	EPI1101196	2015-03-08	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/SDTA/04/2015	avian_flu	EPI1101204	2015-03-08	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shaanxi/2941	avian_flu	EPI1022686	2017-05-05	china	china	shaanxi	shaanxi	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Linyi/EV01/2015	avian_flu	EPI628757	2015-01-16	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Qingdao/12/2017	avian_flu	EPI1101212	2017-01-18	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Qingdao/13/2017	avian_flu	EPI1101220	2017-01-18	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Qingdao/14/2017	avian_flu	EPI1101228	2017-01-18	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Qingdao/16/2017	avian_flu	EPI1101236	2017-01-18	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Qingdao/18/2017	avian_flu	EPI1101244	2017-01-18	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Qingdao/24/2017	avian_flu	EPI1101252	2017-01-24	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Qingdao/25/2017	avian_flu	EPI1101260	2017-01-24	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Qingdao/26/2017	avian_flu	EPI1101268	2017-01-24	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Qingdao/28/2017	avian_flu	EPI1101276	2017-01-24	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Rizhao/06/2017	avian_flu	EPI1101284	2017-01-03	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Rizhao/08/2017	avian_flu	EPI1101292	2017-01-03	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Taian/EV01/2015	avian_flu	EPI628669	2015-03-09	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Taian/EV02/2015	avian_flu	EPI628677	2015-03-09	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Taian/EV03/2015	avian_flu	EPI628789	2015-03-09	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Zaozhuang/32/2017	avian_flu	EPI1101300	2017-02-22	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong-Zaozhuang/33/2017	avian_flu	EPI1101308	2017-02-22	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong/1/2013	avian_flu	EPI447651	2013-04-27	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong/YT001/2014	avian_flu	EPI627901	2014-05-21	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong/YT002/2014	avian_flu	EPI627821	2014-05-21	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong/YT003/2014	avian_flu	EPI627813	2014-05-21	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong/YT004/2014	avian_flu	EPI627893	2014-05-21	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong/YT005/2014	avian_flu	EPI627885	2014-05-21	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong/YT007/2014	avian_flu	EPI627877	2014-05-21	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong/YT009/2014	avian_flu	EPI627869	2014-05-21	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shandong/ZZ001/2014	avian_flu	EPI627614	2014-02-17	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Environment/Shanghai/S1088/2013	avian_flu	EPI440690	2013-04-03	china	china	shanghai	shanghai	environment	harbin_veterinary_research_institute_(caas)
A/Environment/Suzhou/sz10/2014	avian_flu	EPI556927	2014-01-27	china	china	jiangsu	suzhou	environment	jiangsu_provincial_center_for_disease_control_&_prevention
A/Environment/Suzhou/sz21/2014	avian_flu	EPI556891	2014-02-21	china	china	jiangsu	suzhou	environment	jiangsu_provincial_center_for_disease_control_&_prevention
A/Environment/Wuxi/wx02/2014	avian_flu	EPI556880	2014-04-20	china	china	jiangsu	wuxi	environment	jiangsu_provincial_center_for_disease_control_&_prevention
A/Environment/Xinjiang/2273	avian_flu	EPI1101316	2017-06-28	china	china	xinjiang	xinjiang	environment	who_chinese_national_influenza_center
A/Environment/Xinjiang/3231	avian_flu	EPI1101332	2017-06-28	china	china	xinjiang	xinjiang	environment	who_chinese_national_influenza_center
A/Environment/Xinjiang/3232	avian_flu	EPI1101356	2017-06-28	china	china	xinjiang	xinjiang	environment	who_chinese_national_influenza_center
A/Environment/Xinjiang/34	avian_flu	EPI627342	2014-10-23	china	china	xinjiang	xinjiang	environment	who_chinese_national_influenza_center
A/Environment/Xinjiang/7303	avian_flu	EPI627909	2014-07-25	china	china	xinjiang	xinjiang	environment	who_chinese_national_influenza_center
A/Environment/Xinjiang/9867	avian_flu	EPI566057	2014-11-28	china	china	xinjiang	xinjiang	human	who_chinese_national_influenza_center
A/Environment/Yangzhou/c13/2013	avian_flu	EPI556446	2013-XX-XX	china	china	jiangsu	jiangsu	environment	jiangsu_provincial_center_for_disease_control_&_prevention
A/Environment/Yunnan/315	avian_flu	EPI659132	2015-03-15	china	china	china	china	environment	institute_of_microbiology,_chinese_academy_of_sciences
A/Environment/Zhejiang/2/2014	avian_flu	EPI533256	2014-02-25	china	china	zhejiang	zhejiang	environment	zhejiang_provincial_center_for_disease_control_and_prevention
A/Environment/Zhejiang/5/2014	avian_flu	EPI552402	2014-10-09	china	china	zhejiang	zhejiang	environment	zhejiang_provincial_center_for_disease_control_and_prevention
A/Environment/Zhejiang/781	avian_flu	EPI628253	2013-12-19	china	china	zhejiang	zhejiang	environment	who_chinese_national_influenza_center
A/Environmental/Guangdong/30	avian_flu	EPI627957	2013-12-16	china	china	guangdong	guangdong	environment	who_chinese_national_influenza_center
A/Environmental/Guangdong/32	avian_flu	EPI627981	2013-12-16	china	china	guangdong	guangdong	environment	who_chinese_national_influenza_center
A/Evironment/SDTA/11/2015	avian_flu	EPI1101428	2015-03-10	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Evironment/SDTA/23/2015	avian_flu	EPI1101436	2015-03-10	china	china	shandong	shandong	environment	who_chinese_national_influenza_center
A/Fujian/1/2013	avian_flu	EPI447714	2013-04-24	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/1/2014	avian_flu	EPI628397	2014-01-14	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/1/2015	avian_flu	EPI627470	2015-01-01	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/1/2016	avian_flu	EPI833701	2016-01-13	china	china	fujian	fujian	human	fujian_center_for_disease_control_and_prevention
A/Fujian/10/2015	avian_flu	EPI769562	2015-01-14	china	china	fujian	fujian	human	fujian_center_for_disease_control_and_prevention
A/Fujian/10953/2017	avian_flu	EPI1101460	2017-02-05	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/11/2014	avian_flu	EPI628173	2014-01-26	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/11/2015	avian_flu	EPI627302	2015-01-15	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/11/2017	avian_flu	EPI971105	2017-02-03	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/12/2014	avian_flu	EPI628165	2014-01-31	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/12/2017	avian_flu	EPI971097	2017-02-04	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/13/2014	avian_flu	EPI628157	2014-02-02	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/13558/2017	avian_flu	EPI971497	2017-02-16	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/14/2014	avian_flu	EPI628149	2014-02-05	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/14/2015	avian_flu	EPI627246	2015-01-11	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/14/2017	avian_flu	EPI971089	2017-01-24	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/15/2014	avian_flu	EPI627925	2014-02-26	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/16/2014	avian_flu	EPI627518	2014-03-28	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/16/2015	avian_flu	EPI769572	2015-01-15	china	china	fujian	fujian	human	fujian_center_for_disease_control_and_prevention
A/Fujian/17/2014	avian_flu	EPI627478	2014-12-02	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/17/2015	avian_flu	EPI627102	2015-01-15	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/17/2017	avian_flu	EPI971081	2017-02-16	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/17527/2016	avian_flu	EPI1101468	2016-02-26	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/18/2015	avian_flu	EPI769580	2015-01-15	china	china	fujian	fujian	human	fujian_center_for_disease_control_and_prevention
A/Fujian/19/2014	avian_flu	EPI627486	2014-12-21	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/19/2015	avian_flu	EPI627294	2015-01-16	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/2/2013	avian_flu	EPI509094	2013-04-27	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/2/2014	avian_flu	EPI628389	2014-01-15	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/2/2015	avian_flu	EPI627462	2015-01-03	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/20/2014	avian_flu	EPI627494	2014-12-23	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/20/2015	avian_flu	EPI627286	2015-01-16	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/21/2014	avian_flu	EPI627374	2014-12-29	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/21/2015	avian_flu	EPI627238	2015-01-17	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/2150/2016	avian_flu	EPI1101444	2016-12-27	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/2151/2017	avian_flu	EPI887609	2017-01-01	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/2152/2017	avian_flu	EPI887617	2017-01-06	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/22/2014	avian_flu	EPI627366	2014-12-29	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/22/2015	avian_flu	EPI769636	2015-01-17	china	china	fujian	fujian	human	fujian_center_for_disease_control_and_prevention
A/Fujian/23/2015	avian_flu	EPI627230	2015-01-19	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/24/2015	avian_flu	EPI627222	2015-01-18	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/25/2015	avian_flu	EPI627214	2015-01-22	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/27/2015	avian_flu	EPI628805	2015-02-02	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/27871/2017	avian_flu	EPI1101476	2017-05-11	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/28/2015	avian_flu	EPI628797	2015-03-15	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/3/2013	avian_flu	EPI509095	2013-04-29	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/3/2014	avian_flu	EPI628269	2014-01-16	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/3/2015	avian_flu	EPI627454	2015-01-04	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/3/2016	avian_flu	EPI833710	2016-01-15	china	china	fujian	fujian	human	fujian_center_for_disease_control_and_prevention
A/Fujian/30766/2016	avian_flu	EPI1101484	2016-03-15	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/30767/2016	avian_flu	EPI1101492	2016-02-22	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/33845/2017	avian_flu	EPI1252148	2017-08-01	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/4/2013	avian_flu	EPI509110	2013-05-02	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/4/2015	avian_flu	EPI627334	2015-01-05	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/45970/2016	avian_flu	EPI1101500	2016-06-30	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/5/2013	avian_flu	EPI509112	2013-04-27	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/5/2014	avian_flu	EPI628077	2014-01-24	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/5/2015	avian_flu	EPI627358	2015-01-07	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/54840/2016	avian_flu	EPI888081	2016-11-16	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/56600/2016	avian_flu	EPI887849	2016-11-20	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/6/2014	avian_flu	EPI628221	2014-01-26	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/6/2015	avian_flu	EPI627038	2015-01-10	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/6/2017	avian_flu	EPI1101508	2017-01-21	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/6198/2016	avian_flu	EPI1101452	2016-01-15	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/7/2014	avian_flu	EPI628213	2014-01-27	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/7/2015	avian_flu	EPI627254	2015-01-12	china	china	fujian	fujian	human	who_chinese_national_influenza_center
A/Fujian/8/2014	avian_flu	EPI628205	2014-02-03	china	china	fujian	fujian	human	who_chinese_national_influenza_center
